loc,cases,deaths,date,region
NORTHERN SAMAR,2,0,8/6/2017,Region VIII
NORTHERN SAMAR,10,0,8/13/2017,Region VIII
NORTHERN SAMAR,6,0,8/20/2017,Region VIII
NORTHERN SAMAR,4,0,8/27/2017,Region VIII
NORTHERN SAMAR,4,0,9/10/2017,Region VIII
NORTHERN SAMAR,67,0,9/24/2017,Region VIII
NORTHERN SAMAR,30,2,10/8/2017,Region VIII
NORTHERN SAMAR,12,0,10/22/2017,Region VIII
NORTHERN SAMAR,13,0,11/5/2017,Region VIII
NORTHERN SAMAR,28,0,11/19/2017,Region VIII
NORTHERN SAMAR,22,0,11/26/2017,Region VIII
NORTHERN SAMAR,19,0,12/3/2017,Region VIII
NORTHERN SAMAR,19,0,12/10/2017,Region VIII
NORTHERN SAMAR,16,1,12/17/2017,Region VIII
NORTHERN SAMAR,19,0,12/24/2017,Region VIII
NORTHERN SAMAR,6,0,12/31/2017,Region VIII
NORTHERN SAMAR,0,12,9/3/2017,Region VIII
NORTHERN SAMAR,1,42,9/17/2017,Region VIII
NORTHERN SAMAR,0,20,10/1/2017,Region VIII
NORTHERN SAMAR,1,12,10/15/2017,Region VIII
NORTHERN SAMAR,0,39,10/29/2017,Region VIII
ORMOC CITY,24,1,1/8/2017,Region VIII
ORMOC CITY,18,0,1/15/2017,Region VIII
ORMOC CITY,15,0,1/22/2017,Region VIII
ORMOC CITY,14,0,1/29/2017,Region VIII
ORMOC CITY,11,0,2/5/2017,Region VIII
ORMOC CITY,7,0,2/12/2017,Region VIII
ORMOC CITY,16,0,2/19/2017,Region VIII
ORMOC CITY,11,0,2/26/2017,Region VIII
ORMOC CITY,12,0,3/5/2017,Region VIII
ORMOC CITY,10,0,3/12/2017,Region VIII
ORMOC CITY,9,0,3/19/2017,Region VIII
ORMOC CITY,7,0,3/26/2017,Region VIII
ORMOC CITY,7,0,4/2/2017,Region VIII
ORMOC CITY,7,0,4/9/2017,Region VIII
ORMOC CITY,8,0,4/16/2017,Region VIII
ORMOC CITY,3,0,4/23/2017,Region VIII
ORMOC CITY,12,0,4/30/2017,Region VIII
ORMOC CITY,8,0,5/7/2017,Region VIII
ORMOC CITY,5,0,5/14/2017,Region VIII
ORMOC CITY,9,0,5/21/2017,Region VIII
ORMOC CITY,6,0,5/28/2017,Region VIII
ORMOC CITY,10,0,6/4/2017,Region VIII
ORMOC CITY,7,0,6/11/2017,Region VIII
ORMOC CITY,10,0,6/18/2017,Region VIII
ORMOC CITY,11,1,6/25/2017,Region VIII
ORMOC CITY,17,0,7/2/2017,Region VIII
ORMOC CITY,9,0,7/9/2017,Region VIII
ORMOC CITY,10,0,7/16/2017,Region VIII
ORMOC CITY,17,1,7/23/2017,Region VIII
ORMOC CITY,13,0,7/30/2017,Region VIII
ORMOC CITY,18,0,8/6/2017,Region VIII
ORMOC CITY,14,0,8/13/2017,Region VIII
ORMOC CITY,19,0,8/20/2017,Region VIII
ORMOC CITY,18,0,8/27/2017,Region VIII
ORMOC CITY,9,0,9/10/2017,Region VIII
ORMOC CITY,12,0,9/24/2017,Region VIII
ORMOC CITY,8,0,10/8/2017,Region VIII
ORMOC CITY,13,0,10/22/2017,Region VIII
ORMOC CITY,6,0,11/5/2017,Region VIII
ORMOC CITY,0,0,11/19/2017,Region VIII
ORMOC CITY,0,0,11/26/2017,Region VIII
ORMOC CITY,10,0,12/3/2017,Region VIII
ORMOC CITY,4,0,12/10/2017,Region VIII
ORMOC CITY,1,0,12/17/2017,Region VIII
ORMOC CITY,0,0,12/24/2017,Region VIII
ORMOC CITY,0,0,12/31/2017,Region VIII
ORMOC CITY,0,16,9/3/2017,Region VIII
ORMOC CITY,0,3,9/17/2017,Region VIII
ORMOC CITY,0,14,10/1/2017,Region VIII
ORMOC CITY,0,12,10/15/2017,Region VIII
ORMOC CITY,0,5,10/29/2017,Region VIII
SAMAR,17,0,1/8/2017,Region VIII
SAMAR,18,0,1/15/2017,Region VIII
SAMAR,11,0,1/22/2017,Region VIII
SAMAR,14,0,1/29/2017,Region VIII
SAMAR,14,0,2/5/2017,Region VIII
SAMAR,14,0,2/12/2017,Region VIII
SAMAR,11,0,2/19/2017,Region VIII
SAMAR,5,0,2/26/2017,Region VIII
SAMAR,12,0,3/5/2017,Region VIII
SAMAR,12,0,3/12/2017,Region VIII
SAMAR,10,0,3/19/2017,Region VIII
SAMAR,8,0,3/26/2017,Region VIII
SAMAR,5,0,4/2/2017,Region VIII
SAMAR,2,0,4/9/2017,Region VIII
SAMAR,4,0,4/16/2017,Region VIII
SAMAR,6,0,4/23/2017,Region VIII
SAMAR,6,0,4/30/2017,Region VIII
SAMAR,8,0,5/7/2017,Region VIII
SAMAR,7,0,5/14/2017,Region VIII
SAMAR,6,0,5/21/2017,Region VIII
SAMAR,3,0,5/28/2017,Region VIII
SAMAR,10,0,6/4/2017,Region VIII
SAMAR,9,0,6/11/2017,Region VIII
SAMAR,7,0,6/18/2017,Region VIII
SAMAR,5,0,6/25/2017,Region VIII
SAMAR,2,0,7/2/2017,Region VIII
SAMAR,8,0,7/9/2017,Region VIII
SAMAR,9,0,7/16/2017,Region VIII
SAMAR,8,0,7/23/2017,Region VIII
SAMAR,10,0,7/30/2017,Region VIII
SAMAR,54,0,8/6/2017,Region VIII
SAMAR,15,0,8/13/2017,Region VIII
SAMAR,4,0,8/20/2017,Region VIII
SAMAR,4,0,8/27/2017,Region VIII
SAMAR,0,0,9/10/2017,Region VIII
SAMAR,5,0,9/24/2017,Region VIII
SAMAR,1,0,10/8/2017,Region VIII
SAMAR,3,0,10/22/2017,Region VIII
SAMAR,7,0,11/5/2017,Region VIII
SAMAR,1,0,11/19/2017,Region VIII
SAMAR,5,0,11/26/2017,Region VIII
SAMAR,18,0,12/3/2017,Region VIII
SAMAR,29,0,12/10/2017,Region VIII
SAMAR,19,1,12/17/2017,Region VIII
SAMAR,9,0,12/24/2017,Region VIII
SAMAR,6,0,12/31/2017,Region VIII
SAMAR,1,8,9/3/2017,Region VIII
SAMAR,0,6,9/17/2017,Region VIII
SAMAR,0,5,10/1/2017,Region VIII
SAMAR,0,6,10/15/2017,Region VIII
SAMAR,0,2,10/29/2017,Region VIII
SOUTHERN LEYTE,5,0,1/8/2017,Region VIII
SOUTHERN LEYTE,4,0,1/15/2017,Region VIII
SOUTHERN LEYTE,5,0,1/22/2017,Region VIII
SOUTHERN LEYTE,6,0,1/29/2017,Region VIII
SOUTHERN LEYTE,4,0,2/5/2017,Region VIII
SOUTHERN LEYTE,12,0,2/12/2017,Region VIII
SOUTHERN LEYTE,7,0,2/19/2017,Region VIII
SOUTHERN LEYTE,3,0,2/26/2017,Region VIII
SOUTHERN LEYTE,2,0,3/5/2017,Region VIII
SOUTHERN LEYTE,9,0,3/12/2017,Region VIII
SOUTHERN LEYTE,6,0,3/19/2017,Region VIII
SOUTHERN LEYTE,8,0,3/26/2017,Region VIII
SOUTHERN LEYTE,8,0,4/2/2017,Region VIII
SOUTHERN LEYTE,7,0,4/9/2017,Region VIII
SOUTHERN LEYTE,4,0,4/16/2017,Region VIII
SOUTHERN LEYTE,10,0,4/23/2017,Region VIII
SOUTHERN LEYTE,13,0,4/30/2017,Region VIII
SOUTHERN LEYTE,7,1,5/7/2017,Region VIII
SOUTHERN LEYTE,6,0,5/14/2017,Region VIII
SOUTHERN LEYTE,5,0,5/21/2017,Region VIII
SOUTHERN LEYTE,11,0,5/28/2017,Region VIII
SOUTHERN LEYTE,7,0,6/4/2017,Region VIII
SOUTHERN LEYTE,4,0,6/11/2017,Region VIII
SOUTHERN LEYTE,2,0,6/18/2017,Region VIII
SOUTHERN LEYTE,12,1,6/25/2017,Region VIII
SOUTHERN LEYTE,10,0,7/2/2017,Region VIII
SOUTHERN LEYTE,14,0,7/9/2017,Region VIII
SOUTHERN LEYTE,10,0,7/16/2017,Region VIII
SOUTHERN LEYTE,1,0,7/23/2017,Region VIII
SOUTHERN LEYTE,9,0,7/30/2017,Region VIII
SOUTHERN LEYTE,1,0,8/6/2017,Region VIII
SOUTHERN LEYTE,1,0,8/13/2017,Region VIII
SOUTHERN LEYTE,1,0,8/20/2017,Region VIII
SOUTHERN LEYTE,0,0,8/27/2017,Region VIII
SOUTHERN LEYTE,7,0,9/10/2017,Region VIII
SOUTHERN LEYTE,10,0,9/24/2017,Region VIII
SOUTHERN LEYTE,3,0,10/8/2017,Region VIII
SOUTHERN LEYTE,1,0,10/22/2017,Region VIII
SOUTHERN LEYTE,5,0,11/5/2017,Region VIII
SOUTHERN LEYTE,10,0,11/19/2017,Region VIII
SOUTHERN LEYTE,16,2,11/26/2017,Region VIII
SOUTHERN LEYTE,26,0,12/3/2017,Region VIII
SOUTHERN LEYTE,3,0,12/10/2017,Region VIII
SOUTHERN LEYTE,6,0,12/17/2017,Region VIII
SOUTHERN LEYTE,0,0,12/24/2017,Region VIII
SOUTHERN LEYTE,0,0,12/31/2017,Region VIII
SOUTHERN LEYTE,0,4,9/3/2017,Region VIII
SOUTHERN LEYTE,0,5,9/17/2017,Region VIII
SOUTHERN LEYTE,0,1,10/1/2017,Region VIII
SOUTHERN LEYTE,0,6,10/15/2017,Region VIII
SOUTHERN LEYTE,0,15,10/29/2017,Region VIII
TACLOBAN,47,0,1/8/2017,Region VIII
TACLOBAN,34,0,1/15/2017,Region VIII
TACLOBAN,37,1,1/22/2017,Region VIII
TACLOBAN,29,0,1/29/2017,Region VIII
TACLOBAN,34,0,2/5/2017,Region VIII
TACLOBAN,18,0,2/12/2017,Region VIII
TACLOBAN,14,0,2/19/2017,Region VIII
TACLOBAN,16,0,2/26/2017,Region VIII
TACLOBAN,22,0,3/5/2017,Region VIII
TACLOBAN,12,0,3/12/2017,Region VIII
TACLOBAN,9,0,3/19/2017,Region VIII
TACLOBAN,9,0,3/26/2017,Region VIII
TACLOBAN,8,0,4/2/2017,Region VIII
TACLOBAN,9,1,4/9/2017,Region VIII
TACLOBAN,14,0,4/16/2017,Region VIII
TACLOBAN,16,0,4/23/2017,Region VIII
TACLOBAN,16,0,4/30/2017,Region VIII
TACLOBAN,11,0,5/7/2017,Region VIII
TACLOBAN,5,0,5/14/2017,Region VIII
TACLOBAN,4,0,5/21/2017,Region VIII
TACLOBAN,11,0,5/28/2017,Region VIII
TACLOBAN,11,0,6/4/2017,Region VIII
TACLOBAN,9,0,6/11/2017,Region VIII
TACLOBAN,8,0,6/18/2017,Region VIII
TACLOBAN,9,0,6/25/2017,Region VIII
TACLOBAN,6,0,7/2/2017,Region VIII
TACLOBAN,14,0,7/9/2017,Region VIII
TACLOBAN,20,0,7/16/2017,Region VIII
TACLOBAN,21,0,7/23/2017,Region VIII
TACLOBAN,31,0,7/30/2017,Region VIII
TACLOBAN,22,0,8/6/2017,Region VIII
TACLOBAN,34,0,8/13/2017,Region VIII
TACLOBAN,14,0,8/20/2017,Region VIII
TACLOBAN,12,0,8/27/2017,Region VIII
TACLOBAN,6,0,9/10/2017,Region VIII
TACLOBAN,19,0,9/24/2017,Region VIII
TACLOBAN,6,0,10/8/2017,Region VIII
TACLOBAN,16,0,10/22/2017,Region VIII
TACLOBAN,10,0,11/5/2017,Region VIII
TACLOBAN,11,0,11/19/2017,Region VIII
TACLOBAN,6,0,11/26/2017,Region VIII
TACLOBAN,12,0,12/3/2017,Region VIII
TACLOBAN,4,0,12/10/2017,Region VIII
TACLOBAN,4,0,12/17/2017,Region VIII
TACLOBAN,2,0,12/24/2017,Region VIII
TACLOBAN,0,0,12/31/2017,Region VIII
TACLOBAN,0,2,9/3/2017,Region VIII
TACLOBAN,0,11,9/17/2017,Region VIII
TACLOBAN,0,8,10/1/2017,Region VIII
TACLOBAN,1,12,10/15/2017,Region VIII
TACLOBAN,0,11,10/29/2017,Region VIII
ISABELA CITY,7,0,1/8/2017,Region IX
ISABELA CITY,14,0,1/15/2017,Region IX
ISABELA CITY,15,0,1/22/2017,Region IX
ISABELA CITY,20,0,1/29/2017,Region IX
ISABELA CITY,13,0,2/5/2017,Region IX
ISABELA CITY,19,0,2/12/2017,Region IX
ISABELA CITY,9,0,2/19/2017,Region IX
ISABELA CITY,8,0,2/26/2017,Region IX
ISABELA CITY,10,0,3/5/2017,Region IX
ISABELA CITY,6,0,3/12/2017,Region IX
ISABELA CITY,6,0,3/19/2017,Region IX
ISABELA CITY,7,0,3/26/2017,Region IX
ISABELA CITY,2,0,4/2/2017,Region IX
ISABELA CITY,5,0,4/9/2017,Region IX
ISABELA CITY,6,0,4/16/2017,Region IX
ISABELA CITY,4,0,4/23/2017,Region IX
ISABELA CITY,7,0,4/30/2017,Region IX
ISABELA CITY,5,0,5/7/2017,Region IX
ISABELA CITY,6,0,5/14/2017,Region IX
ISABELA CITY,7,0,5/21/2017,Region IX
ISABELA CITY,5,0,5/28/2017,Region IX
ISABELA CITY,13,1,6/4/2017,Region IX
ISABELA CITY,7,0,6/11/2017,Region IX
ISABELA CITY,12,1,6/18/2017,Region IX
ISABELA CITY,13,0,6/25/2017,Region IX
ISABELA CITY,27,0,7/2/2017,Region IX
ISABELA CITY,14,0,7/9/2017,Region IX
ISABELA CITY,18,0,7/16/2017,Region IX
ISABELA CITY,20,0,7/23/2017,Region IX
ISABELA CITY,28,0,7/30/2017,Region IX
ISABELA CITY,7,0,8/6/2017,Region IX
ISABELA CITY,8,0,8/13/2017,Region IX
ISABELA CITY,7,0,8/20/2017,Region IX
ISABELA CITY,6,0,8/27/2017,Region IX
ISABELA CITY,11,0,9/10/2017,Region IX
ISABELA CITY,4,0,9/24/2017,Region IX
ISABELA CITY,7,0,10/8/2017,Region IX
ISABELA CITY,2,0,10/22/2017,Region IX
ISABELA CITY,3,0,11/5/2017,Region IX
ISABELA CITY,11,0,11/19/2017,Region IX
ISABELA CITY,8,0,11/26/2017,Region IX
ISABELA CITY,4,0,12/3/2017,Region IX
ISABELA CITY,1,0,12/10/2017,Region IX
ISABELA CITY,5,0,12/17/2017,Region IX
ISABELA CITY,8,0,12/24/2017,Region IX
ISABELA CITY,4,0,12/31/2017,Region IX
ISABELA CITY,0,3,9/3/2017,Region IX
ISABELA CITY,0,4,9/17/2017,Region IX
ISABELA CITY,0,3,10/1/2017,Region IX
ISABELA CITY,0,7,10/15/2017,Region IX
ISABELA CITY,0,3,10/29/2017,Region IX
ZAMBOANGA CITY,48,0,1/8/2017,Region IX
ZAMBOANGA CITY,62,0,1/15/2017,Region IX
ZAMBOANGA CITY,49,0,1/22/2017,Region IX
ZAMBOANGA CITY,63,2,1/29/2017,Region IX
ZAMBOANGA CITY,44,0,2/5/2017,Region IX
ZAMBOANGA CITY,49,1,2/12/2017,Region IX
ZAMBOANGA CITY,58,0,2/19/2017,Region IX
ZAMBOANGA CITY,46,1,2/26/2017,Region IX
ZAMBOANGA CITY,37,0,3/5/2017,Region IX
ZAMBOANGA CITY,27,0,3/12/2017,Region IX
ZAMBOANGA CITY,26,0,3/19/2017,Region IX
ZAMBOANGA CITY,41,0,3/26/2017,Region IX
ZAMBOANGA CITY,34,0,4/2/2017,Region IX
ZAMBOANGA CITY,24,0,4/9/2017,Region IX
ZAMBOANGA CITY,33,0,4/16/2017,Region IX
ZAMBOANGA CITY,33,0,4/23/2017,Region IX
ZAMBOANGA CITY,28,0,4/30/2017,Region IX
ZAMBOANGA CITY,33,0,5/7/2017,Region IX
ZAMBOANGA CITY,34,0,5/14/2017,Region IX
ZAMBOANGA CITY,48,0,5/21/2017,Region IX
ZAMBOANGA CITY,51,0,5/28/2017,Region IX
ZAMBOANGA CITY,52,0,6/4/2017,Region IX
ZAMBOANGA CITY,69,0,6/11/2017,Region IX
ZAMBOANGA CITY,94,0,6/18/2017,Region IX
ZAMBOANGA CITY,133,0,6/25/2017,Region IX
ZAMBOANGA CITY,175,0,7/2/2017,Region IX
ZAMBOANGA CITY,141,0,7/9/2017,Region IX
ZAMBOANGA CITY,67,1,7/16/2017,Region IX
ZAMBOANGA CITY,96,0,7/23/2017,Region IX
ZAMBOANGA CITY,87,0,7/30/2017,Region IX
ZAMBOANGA CITY,73,0,8/6/2017,Region IX
ZAMBOANGA CITY,51,0,8/13/2017,Region IX
ZAMBOANGA CITY,33,0,8/20/2017,Region IX
ZAMBOANGA CITY,29,0,8/27/2017,Region IX
ZAMBOANGA CITY,26,0,9/10/2017,Region IX
ZAMBOANGA CITY,6,0,9/24/2017,Region IX
ZAMBOANGA CITY,22,1,10/8/2017,Region IX
ZAMBOANGA CITY,17,1,10/22/2017,Region IX
ZAMBOANGA CITY,29,0,11/5/2017,Region IX
ZAMBOANGA CITY,11,0,11/19/2017,Region IX
ZAMBOANGA CITY,24,0,11/26/2017,Region IX
ZAMBOANGA CITY,11,0,12/3/2017,Region IX
ZAMBOANGA CITY,2,0,12/10/2017,Region IX
ZAMBOANGA CITY,22,0,12/17/2017,Region IX
ZAMBOANGA CITY,10,0,12/24/2017,Region IX
ZAMBOANGA CITY,12,0,12/31/2017,Region IX
ZAMBOANGA CITY,0,5,9/3/2017,Region IX
ZAMBOANGA CITY,0,26,9/17/2017,Region IX
ZAMBOANGA CITY,0,19,10/1/2017,Region IX
ZAMBOANGA CITY,0,21,10/15/2017,Region IX
ZAMBOANGA CITY,0,23,10/29/2017,Region IX
ZAMBOANGA DEL NORTE,30,0,1/8/2017,Region IX
ZAMBOANGA DEL NORTE,33,1,1/15/2017,Region IX
ZAMBOANGA DEL NORTE,26,1,1/22/2017,Region IX
ZAMBOANGA DEL NORTE,22,0,1/29/2017,Region IX
ZAMBOANGA DEL NORTE,32,0,2/5/2017,Region IX
ZAMBOANGA DEL NORTE,23,0,2/12/2017,Region IX
ZAMBOANGA DEL NORTE,16,0,2/19/2017,Region IX
ZAMBOANGA DEL NORTE,20,0,2/26/2017,Region IX
ZAMBOANGA DEL NORTE,14,0,3/5/2017,Region IX
ZAMBOANGA DEL NORTE,13,0,3/12/2017,Region IX
ZAMBOANGA DEL NORTE,8,0,3/19/2017,Region IX
ZAMBOANGA DEL NORTE,7,0,3/26/2017,Region IX
ZAMBOANGA DEL NORTE,12,0,4/2/2017,Region IX
ZAMBOANGA DEL NORTE,8,0,4/9/2017,Region IX
ZAMBOANGA DEL NORTE,5,0,4/16/2017,Region IX
ZAMBOANGA DEL NORTE,5,0,4/23/2017,Region IX
ZAMBOANGA DEL NORTE,8,0,4/30/2017,Region IX
ZAMBOANGA DEL NORTE,14,0,5/7/2017,Region IX
ZAMBOANGA DEL NORTE,10,0,5/14/2017,Region IX
ZAMBOANGA DEL NORTE,12,0,5/21/2017,Region IX
ZAMBOANGA DEL NORTE,9,0,5/28/2017,Region IX
ZAMBOANGA DEL NORTE,10,1,6/4/2017,Region IX
ZAMBOANGA DEL NORTE,13,0,6/11/2017,Region IX
ZAMBOANGA DEL NORTE,16,1,6/18/2017,Region IX
ZAMBOANGA DEL NORTE,14,0,6/25/2017,Region IX
ZAMBOANGA DEL NORTE,7,1,7/2/2017,Region IX
ZAMBOANGA DEL NORTE,18,0,7/9/2017,Region IX
ZAMBOANGA DEL NORTE,9,0,7/16/2017,Region IX
ZAMBOANGA DEL NORTE,14,0,7/23/2017,Region IX
ZAMBOANGA DEL NORTE,21,0,7/30/2017,Region IX
ZAMBOANGA DEL NORTE,12,0,8/6/2017,Region IX
ZAMBOANGA DEL NORTE,8,0,8/13/2017,Region IX
ZAMBOANGA DEL NORTE,28,0,8/20/2017,Region IX
ZAMBOANGA DEL NORTE,31,0,8/27/2017,Region IX
ZAMBOANGA DEL NORTE,7,0,9/10/2017,Region IX
ZAMBOANGA DEL NORTE,12,0,9/24/2017,Region IX
ZAMBOANGA DEL NORTE,12,0,10/8/2017,Region IX
ZAMBOANGA DEL NORTE,9,1,10/22/2017,Region IX
ZAMBOANGA DEL NORTE,23,0,11/5/2017,Region IX
ZAMBOANGA DEL NORTE,14,1,11/19/2017,Region IX
ZAMBOANGA DEL NORTE,24,0,11/26/2017,Region IX
ZAMBOANGA DEL NORTE,11,0,12/3/2017,Region IX
ZAMBOANGA DEL NORTE,13,0,12/10/2017,Region IX
ZAMBOANGA DEL NORTE,19,0,12/17/2017,Region IX
ZAMBOANGA DEL NORTE,11,1,12/24/2017,Region IX
ZAMBOANGA DEL NORTE,1,0,12/31/2017,Region IX
ZAMBOANGA DEL NORTE,0,11,9/3/2017,Region IX
ZAMBOANGA DEL NORTE,0,19,9/17/2017,Region IX
ZAMBOANGA DEL NORTE,0,15,10/1/2017,Region IX
ZAMBOANGA DEL NORTE,0,10,10/15/2017,Region IX
ZAMBOANGA DEL NORTE,0,12,10/29/2017,Region IX
ZAMBOANGA DEL SUR,9,0,1/8/2017,Region IX
ZAMBOANGA DEL SUR,9,0,1/15/2017,Region IX
ZAMBOANGA DEL SUR,10,0,1/22/2017,Region IX
ZAMBOANGA DEL SUR,5,0,1/29/2017,Region IX
ZAMBOANGA DEL SUR,13,0,2/5/2017,Region IX
ZAMBOANGA DEL SUR,10,0,2/12/2017,Region IX
ZAMBOANGA DEL SUR,14,0,2/19/2017,Region IX
ZAMBOANGA DEL SUR,5,0,2/26/2017,Region IX
ZAMBOANGA DEL SUR,14,0,3/5/2017,Region IX
ZAMBOANGA DEL SUR,7,0,3/12/2017,Region IX
ZAMBOANGA DEL SUR,3,1,3/19/2017,Region IX
ZAMBOANGA DEL SUR,8,0,3/26/2017,Region IX
ZAMBOANGA DEL SUR,2,0,4/2/2017,Region IX
ZAMBOANGA DEL SUR,8,0,4/9/2017,Region IX
ZAMBOANGA DEL SUR,2,0,4/16/2017,Region IX
ZAMBOANGA DEL SUR,9,0,4/23/2017,Region IX
ZAMBOANGA DEL SUR,5,0,4/30/2017,Region IX
ZAMBOANGA DEL SUR,6,0,5/7/2017,Region IX
ZAMBOANGA DEL SUR,14,0,5/14/2017,Region IX
ZAMBOANGA DEL SUR,12,0,5/21/2017,Region IX
ZAMBOANGA DEL SUR,7,0,5/28/2017,Region IX
ZAMBOANGA DEL SUR,7,0,6/4/2017,Region IX
ZAMBOANGA DEL SUR,14,0,6/11/2017,Region IX
ZAMBOANGA DEL SUR,12,0,6/18/2017,Region IX
ZAMBOANGA DEL SUR,19,0,6/25/2017,Region IX
ZAMBOANGA DEL SUR,15,0,7/2/2017,Region IX
ZAMBOANGA DEL SUR,10,0,7/9/2017,Region IX
ZAMBOANGA DEL SUR,21,1,7/16/2017,Region IX
ZAMBOANGA DEL SUR,18,1,7/23/2017,Region IX
ZAMBOANGA DEL SUR,17,0,7/30/2017,Region IX
ZAMBOANGA DEL SUR,19,0,8/6/2017,Region IX
ZAMBOANGA DEL SUR,32,0,8/13/2017,Region IX
ZAMBOANGA DEL SUR,29,0,8/20/2017,Region IX
ZAMBOANGA DEL SUR,35,0,8/27/2017,Region IX
ZAMBOANGA DEL SUR,19,0,9/10/2017,Region IX
ZAMBOANGA DEL SUR,4,0,9/24/2017,Region IX
ZAMBOANGA DEL SUR,10,0,10/8/2017,Region IX
ZAMBOANGA DEL SUR,14,0,10/22/2017,Region IX
ZAMBOANGA DEL SUR,8,0,11/5/2017,Region IX
ZAMBOANGA DEL SUR,15,0,11/19/2017,Region IX
ZAMBOANGA DEL SUR,11,0,11/26/2017,Region IX
ZAMBOANGA DEL SUR,13,0,12/3/2017,Region IX
ZAMBOANGA DEL SUR,7,0,12/10/2017,Region IX
ZAMBOANGA DEL SUR,16,0,12/17/2017,Region IX
ZAMBOANGA DEL SUR,15,0,12/24/2017,Region IX
ZAMBOANGA DEL SUR,7,0,12/31/2017,Region IX
ZAMBOANGA DEL SUR,1,14,9/3/2017,Region IX
ZAMBOANGA DEL SUR,0,14,9/17/2017,Region IX
ZAMBOANGA DEL SUR,0,17,10/1/2017,Region IX
ZAMBOANGA DEL SUR,0,14,10/15/2017,Region IX
ZAMBOANGA DEL SUR,0,11,10/29/2017,Region IX
ZAMBOANGA SIBUGAY,13,0,1/8/2017,Region IX
ZAMBOANGA SIBUGAY,10,0,1/15/2017,Region IX
ZAMBOANGA SIBUGAY,9,0,1/22/2017,Region IX
ZAMBOANGA SIBUGAY,10,0,1/29/2017,Region IX
ZAMBOANGA SIBUGAY,10,0,2/5/2017,Region IX
ZAMBOANGA SIBUGAY,5,0,2/12/2017,Region IX
ZAMBOANGA SIBUGAY,8,0,2/19/2017,Region IX
ZAMBOANGA SIBUGAY,2,0,2/26/2017,Region IX
ZAMBOANGA SIBUGAY,8,0,3/5/2017,Region IX
ZAMBOANGA SIBUGAY,5,0,3/12/2017,Region IX
ZAMBOANGA SIBUGAY,8,0,3/19/2017,Region IX
ZAMBOANGA SIBUGAY,6,0,3/26/2017,Region IX
ZAMBOANGA SIBUGAY,16,0,4/2/2017,Region IX
ZAMBOANGA SIBUGAY,9,0,4/9/2017,Region IX
ZAMBOANGA SIBUGAY,6,0,4/16/2017,Region IX
ZAMBOANGA SIBUGAY,10,0,4/23/2017,Region IX
ZAMBOANGA SIBUGAY,10,0,4/30/2017,Region IX
ZAMBOANGA SIBUGAY,4,0,5/7/2017,Region IX
ZAMBOANGA SIBUGAY,8,0,5/14/2017,Region IX
ZAMBOANGA SIBUGAY,5,1,5/21/2017,Region IX
ZAMBOANGA SIBUGAY,3,0,5/28/2017,Region IX
ZAMBOANGA SIBUGAY,7,1,6/4/2017,Region IX
ZAMBOANGA SIBUGAY,5,0,6/11/2017,Region IX
ZAMBOANGA SIBUGAY,3,0,6/18/2017,Region IX
ZAMBOANGA SIBUGAY,8,0,6/25/2017,Region IX
ZAMBOANGA SIBUGAY,5,0,7/2/2017,Region IX
ZAMBOANGA SIBUGAY,7,0,7/9/2017,Region IX
ZAMBOANGA SIBUGAY,13,0,7/16/2017,Region IX
ZAMBOANGA SIBUGAY,11,0,7/23/2017,Region IX
ZAMBOANGA SIBUGAY,23,1,7/30/2017,Region IX
ZAMBOANGA SIBUGAY,9,0,8/6/2017,Region IX
ZAMBOANGA SIBUGAY,15,0,8/13/2017,Region IX
ZAMBOANGA SIBUGAY,13,0,8/20/2017,Region IX
ZAMBOANGA SIBUGAY,23,0,8/27/2017,Region IX
ZAMBOANGA SIBUGAY,13,0,9/10/2017,Region IX
ZAMBOANGA SIBUGAY,11,0,9/24/2017,Region IX
ZAMBOANGA SIBUGAY,10,0,10/8/2017,Region IX
ZAMBOANGA SIBUGAY,5,0,10/22/2017,Region IX
ZAMBOANGA SIBUGAY,7,0,11/5/2017,Region IX
ZAMBOANGA SIBUGAY,6,1,11/19/2017,Region IX
ZAMBOANGA SIBUGAY,2,0,11/26/2017,Region IX
ZAMBOANGA SIBUGAY,2,0,12/3/2017,Region IX
ZAMBOANGA SIBUGAY,4,0,12/10/2017,Region IX
ZAMBOANGA SIBUGAY,4,0,12/17/2017,Region IX
ZAMBOANGA SIBUGAY,3,0,12/24/2017,Region IX
ZAMBOANGA SIBUGAY,3,0,12/31/2017,Region IX
ZAMBOANGA SIBUGAY,1,7,9/3/2017,Region IX
ZAMBOANGA SIBUGAY,0,13,9/17/2017,Region IX
ZAMBOANGA SIBUGAY,0,5,10/1/2017,Region IX
ZAMBOANGA SIBUGAY,0,8,10/15/2017,Region IX
ZAMBOANGA SIBUGAY,0,5,10/29/2017,Region IX
BUKIDNON,57,0,1/8/2017,Region X 
BUKIDNON,35,0,1/15/2017,Region X 
BUKIDNON,31,0,1/22/2017,Region X 
BUKIDNON,40,0,1/29/2017,Region X 
BUKIDNON,41,0,2/5/2017,Region X 
BUKIDNON,31,0,2/12/2017,Region X 
BUKIDNON,26,0,2/19/2017,Region X 
BUKIDNON,33,0,2/26/2017,Region X 
BUKIDNON,38,0,3/5/2017,Region X 
BUKIDNON,29,0,3/12/2017,Region X 
BUKIDNON,25,0,3/19/2017,Region X 
BUKIDNON,31,0,3/26/2017,Region X 
BUKIDNON,19,0,4/2/2017,Region X 
