loc,cases,deaths,date,region
ALBAY,15,0,1/10/2016,Region V
ALBAY,13,0,1/17/2016,Region V
ALBAY,9,0,1/24/2016,Region V
ALBAY,14,0,1/31/2016,Region V
ALBAY,9,0,2/7/2016,Region V
ALBAY,17,0,2/14/2016,Region V
ALBAY,3,0,2/21/2016,Region V
ALBAY,11,0,2/28/2016,Region V
ALBAY,8,0,3/6/2016,Region V
ALBAY,6,0,3/13/2016,Region V
ALBAY,5,1,3/20/2016,Region V
ALBAY,5,0,3/27/2016,Region V
ALBAY,2,0,4/3/2016,Region V
ALBAY,2,0,4/10/2016,Region V
ALBAY,6,0,4/17/2016,Region V
ALBAY,5,0,4/24/2016,Region V
ALBAY,5,0,5/1/2016,Region V
ALBAY,3,0,5/8/2016,Region V
ALBAY,2,0,5/15/2016,Region V
ALBAY,5,0,5/22/2016,Region V
ALBAY,4,0,5/29/2016,Region V
ALBAY,3,0,6/5/2016,Region V
ALBAY,5,0,6/12/2016,Region V
ALBAY,9,0,6/19/2016,Region V
ALBAY,6,0,6/26/2016,Region V
ALBAY,7,0,7/3/2016,Region V
ALBAY,4,0,7/10/2016,Region V
ALBAY,7,0,7/17/2016,Region V
ALBAY,12,0,7/24/2016,Region V
ALBAY,5,0,7/31/2016,Region V
ALBAY,12,0,8/7/2016,Region V
ALBAY,16,0,8/14/2016,Region V
ALBAY,15,0,8/21/2016,Region V
ALBAY,15,0,8/28/2016,Region V
ALBAY,19,1,9/4/2016,Region V
ALBAY,20,0,9/11/2016,Region V
ALBAY,17,0,9/18/2016,Region V
ALBAY,13,0,9/25/2016,Region V
ALBAY,16,0,10/2/2016,Region V
ALBAY,14,0,10/9/2016,Region V
ALBAY,7,0,10/16/2016,Region V
ALBAY,19,0,10/23/2016,Region V
ALBAY,9,0,10/30/2016,Region V
ALBAY,6,0,11/6/2016,Region V
ALBAY,9,0,11/13/2016,Region V
ALBAY,15,0,11/20/2016,Region V
ALBAY,18,0,11/27/2016,Region V
ALBAY,19,0,12/4/2016,Region V
ALBAY,2,0,12/11/2016,Region V
ALBAY,9,0,12/18/2016,Region V
ALBAY,14,0,12/25/2016,Region V
ALBAY,10,0,1/1/2017,Region V
ANGELES CITY,21,0,1/10/2016,Region III
ANGELES CITY,14,0,1/17/2016,Region III
ANGELES CITY,24,0,1/24/2016,Region III
ANGELES CITY,22,0,1/31/2016,Region III
ANGELES CITY,18,0,2/7/2016,Region III
ANGELES CITY,24,0,2/14/2016,Region III
ANGELES CITY,12,0,2/21/2016,Region III
ANGELES CITY,21,0,2/28/2016,Region III
ANGELES CITY,12,0,3/6/2016,Region III
ANGELES CITY,6,0,3/13/2016,Region III
ANGELES CITY,4,0,3/20/2016,Region III
ANGELES CITY,10,0,3/27/2016,Region III
ANGELES CITY,11,0,4/3/2016,Region III
ANGELES CITY,9,0,4/10/2016,Region III
ANGELES CITY,6,0,4/17/2016,Region III
ANGELES CITY,1,0,4/24/2016,Region III
ANGELES CITY,3,0,5/1/2016,Region III
ANGELES CITY,1,0,5/8/2016,Region III
ANGELES CITY,4,0,5/15/2016,Region III
ANGELES CITY,7,0,5/22/2016,Region III
ANGELES CITY,1,0,5/29/2016,Region III
ANGELES CITY,0,0,6/5/2016,Region III
ANGELES CITY,0,0,6/12/2016,Region III
ANGELES CITY,0,0,6/19/2016,Region III
ANGELES CITY,1,0,6/26/2016,Region III
ANGELES CITY,2,0,7/3/2016,Region III
ANGELES CITY,9,0,7/10/2016,Region III
ANGELES CITY,5,0,7/17/2016,Region III
ANGELES CITY,10,0,7/24/2016,Region III
ANGELES CITY,6,0,7/31/2016,Region III
ANGELES CITY,11,0,8/7/2016,Region III
ANGELES CITY,19,0,8/14/2016,Region III
ANGELES CITY,38,0,8/21/2016,Region III
ANGELES CITY,23,0,8/28/2016,Region III
ANGELES CITY,63,1,9/4/2016,Region III
ANGELES CITY,53,0,9/11/2016,Region III
ANGELES CITY,42,0,9/18/2016,Region III
ANGELES CITY,59,1,9/25/2016,Region III
ANGELES CITY,46,0,10/2/2016,Region III
ANGELES CITY,41,1,10/9/2016,Region III
ANGELES CITY,24,0,10/16/2016,Region III
ANGELES CITY,41,0,10/23/2016,Region III
ANGELES CITY,32,0,10/30/2016,Region III
ANGELES CITY,49,0,11/6/2016,Region III
ANGELES CITY,37,0,11/13/2016,Region III
ANGELES CITY,43,0,11/20/2016,Region III
ANGELES CITY,23,2,11/27/2016,Region III
ANGELES CITY,16,0,12/4/2016,Region III
ANGELES CITY,53,0,12/11/2016,Region III
ANGELES CITY,52,0,12/18/2016,Region III
ANGELES CITY,28,1,12/25/2016,Region III
ANGELES CITY,41,0,1/1/2017,Region III
AURORA,37,0,1/10/2016,Region III
AURORA,15,0,1/17/2016,Region III
AURORA,14,0,1/24/2016,Region III
AURORA,21,0,1/31/2016,Region III
AURORA,18,0,2/7/2016,Region III
AURORA,8,0,2/14/2016,Region III
AURORA,10,0,2/21/2016,Region III
AURORA,5,0,2/28/2016,Region III
AURORA,6,0,3/6/2016,Region III
AURORA,10,0,3/13/2016,Region III
AURORA,5,0,3/20/2016,Region III
AURORA,3,0,3/27/2016,Region III
AURORA,2,0,4/3/2016,Region III
AURORA,8,0,4/10/2016,Region III
AURORA,5,0,4/17/2016,Region III
AURORA,4,0,4/24/2016,Region III
AURORA,4,0,5/1/2016,Region III
AURORA,1,0,5/8/2016,Region III
AURORA,0,0,5/15/2016,Region III
AURORA,1,0,5/22/2016,Region III
AURORA,3,0,5/29/2016,Region III
AURORA,0,0,6/5/2016,Region III
AURORA,2,0,6/12/2016,Region III
AURORA,9,0,6/19/2016,Region III
AURORA,2,0,6/26/2016,Region III
AURORA,5,0,7/3/2016,Region III
AURORA,21,0,7/10/2016,Region III
AURORA,14,0,7/17/2016,Region III
AURORA,22,0,7/24/2016,Region III
AURORA,9,0,7/31/2016,Region III
AURORA,11,0,8/7/2016,Region III
AURORA,12,0,8/14/2016,Region III
AURORA,24,1,8/21/2016,Region III
AURORA,17,0,8/28/2016,Region III
AURORA,14,0,9/4/2016,Region III
AURORA,15,0,9/11/2016,Region III
AURORA,15,0,9/18/2016,Region III
AURORA,12,0,9/25/2016,Region III
AURORA,7,0,10/2/2016,Region III
AURORA,9,0,10/9/2016,Region III
AURORA,18,0,10/16/2016,Region III
AURORA,7,0,10/23/2016,Region III
AURORA,12,0,10/30/2016,Region III
AURORA,6,0,11/6/2016,Region III
AURORA,6,0,11/13/2016,Region III
AURORA,6,0,11/20/2016,Region III
AURORA,3,0,11/27/2016,Region III
AURORA,7,0,12/4/2016,Region III
AURORA,5,0,12/11/2016,Region III
AURORA,7,0,12/18/2016,Region III
AURORA,1,0,12/25/2016,Region III
AURORA,1,0,1/1/2017,Region III
BATAAN,87,0,1/10/2016,Region III
BATAAN,81,0,1/17/2016,Region III
BATAAN,88,0,1/24/2016,Region III
BATAAN,92,1,1/31/2016,Region III
BATAAN,120,0,2/7/2016,Region III
BATAAN,83,0,2/14/2016,Region III
BATAAN,85,0,2/21/2016,Region III
BATAAN,50,0,2/28/2016,Region III
BATAAN,57,1,3/6/2016,Region III
BATAAN,47,0,3/13/2016,Region III
BATAAN,47,0,3/20/2016,Region III
BATAAN,37,0,3/27/2016,Region III
BATAAN,35,0,4/3/2016,Region III
BATAAN,23,0,4/10/2016,Region III
BATAAN,28,0,4/17/2016,Region III
BATAAN,13,0,4/24/2016,Region III
BATAAN,17,0,5/1/2016,Region III
BATAAN,17,0,5/8/2016,Region III
BATAAN,10,0,5/15/2016,Region III
BATAAN,9,0,5/22/2016,Region III
BATAAN,6,0,5/29/2016,Region III
BATAAN,5,0,6/5/2016,Region III
BATAAN,10,0,6/12/2016,Region III
BATAAN,9,0,6/19/2016,Region III
BATAAN,17,0,6/26/2016,Region III
BATAAN,19,0,7/3/2016,Region III
BATAAN,23,0,7/10/2016,Region III
BATAAN,20,0,7/17/2016,Region III
BATAAN,38,1,7/24/2016,Region III
BATAAN,58,1,7/31/2016,Region III
BATAAN,71,0,8/7/2016,Region III
BATAAN,75,0,8/14/2016,Region III
BATAAN,65,0,8/21/2016,Region III
BATAAN,65,0,8/28/2016,Region III
BATAAN,69,0,9/4/2016,Region III
BATAAN,82,1,9/11/2016,Region III
BATAAN,75,0,9/18/2016,Region III
BATAAN,110,1,9/25/2016,Region III
BATAAN,101,1,10/2/2016,Region III
BATAAN,123,0,10/9/2016,Region III
BATAAN,131,1,10/16/2016,Region III
BATAAN,97,0,10/23/2016,Region III
BATAAN,107,1,10/30/2016,Region III
BATAAN,146,1,11/6/2016,Region III
BATAAN,107,0,11/13/2016,Region III
BATAAN,119,0,11/20/2016,Region III
BATAAN,108,1,11/27/2016,Region III
BATAAN,98,0,12/4/2016,Region III
BATAAN,86,1,12/11/2016,Region III
BATAAN,88,0,12/18/2016,Region III
BATAAN,59,0,12/25/2016,Region III
BATAAN,79,0,1/1/2017,Region III
BATANES,0,0,1/10/2016,Region II
BATANES,0,0,1/17/2016,Region II
BATANES,0,0,1/24/2016,Region II
BATANES,0,0,1/31/2016,Region II
BATANES,0,0,2/7/2016,Region II
BATANES,0,0,2/14/2016,Region II
BATANES,0,0,2/21/2016,Region II
BATANES,0,0,2/28/2016,Region II
BATANES,1,0,3/6/2016,Region II
BATANES,0,0,3/13/2016,Region II
BATANES,1,0,3/20/2016,Region II
BATANES,1,0,3/27/2016,Region II
BATANES,0,0,4/3/2016,Region II
BATANES,1,0,4/10/2016,Region II
BATANES,1,0,4/17/2016,Region II
BATANES,1,0,4/24/2016,Region II
BATANES,0,0,5/1/2016,Region II
BATANES,0,0,5/8/2016,Region II
BATANES,0,0,5/15/2016,Region II
BATANES,2,0,5/22/2016,Region II
BATANES,0,0,5/29/2016,Region II
BATANES,0,0,6/5/2016,Region II
BATANES,0,0,6/12/2016,Region II
BATANES,0,0,6/19/2016,Region II
BATANES,0,0,6/26/2016,Region II
BATANES,0,0,7/3/2016,Region II
BATANES,0,0,7/10/2016,Region II
BATANES,1,0,7/17/2016,Region II
BATANES,0,0,7/24/2016,Region II
BATANES,0,0,7/31/2016,Region II
BATANES,0,0,8/7/2016,Region II
BATANES,0,0,8/14/2016,Region II
BATANES,0,0,8/21/2016,Region II
BATANES,0,0,8/28/2016,Region II
BATANES,0,0,9/4/2016,Region II
BATANES,0,0,9/11/2016,Region II
BATANES,0,0,9/18/2016,Region II
BATANES,0,0,9/25/2016,Region II
BATANES,0,0,10/2/2016,Region II
BATANES,0,0,10/9/2016,Region II
BATANES,0,0,10/16/2016,Region II
BATANES,0,0,10/23/2016,Region II
BATANES,0,0,10/30/2016,Region II
BATANES,0,0,11/6/2016,Region II
BATANES,0,0,11/13/2016,Region II
BATANES,0,0,11/20/2016,Region II
BATANES,0,0,11/27/2016,Region II
BATANES,0,0,12/4/2016,Region II
BATANES,0,0,12/11/2016,Region II
BATANES,0,0,12/18/2016,Region II
BATANES,0,0,12/25/2016,Region II
BATANES,0,0,1/1/2017,Region II
BATANGAS,116,0,1/10/2016,Region IV-A
BATANGAS,97,1,1/17/2016,Region IV-A
BATANGAS,94,1,1/24/2016,Region IV-A
BATANGAS,90,0,1/31/2016,Region IV-A
BATANGAS,73,0,2/7/2016,Region IV-A
BATANGAS,62,0,2/14/2016,Region IV-A
BATANGAS,65,0,2/21/2016,Region IV-A
BATANGAS,58,0,2/28/2016,Region IV-A
BATANGAS,53,0,3/6/2016,Region IV-A
BATANGAS,41,0,3/13/2016,Region IV-A
BATANGAS,35,1,3/20/2016,Region IV-A
BATANGAS,29,0,3/27/2016,Region IV-A
BATANGAS,23,0,4/3/2016,Region IV-A
BATANGAS,23,0,4/10/2016,Region IV-A
BATANGAS,32,0,4/17/2016,Region IV-A
BATANGAS,24,0,4/24/2016,Region IV-A
BATANGAS,25,0,5/1/2016,Region IV-A
BATANGAS,19,0,5/8/2016,Region IV-A
BATANGAS,26,0,5/15/2016,Region IV-A
BATANGAS,21,0,5/22/2016,Region IV-A
BATANGAS,26,0,5/29/2016,Region IV-A
BATANGAS,27,0,6/5/2016,Region IV-A
BATANGAS,27,0,6/12/2016,Region IV-A
BATANGAS,40,0,6/19/2016,Region IV-A
BATANGAS,85,0,6/26/2016,Region IV-A
BATANGAS,77,0,7/3/2016,Region IV-A
BATANGAS,83,0,7/10/2016,Region IV-A
BATANGAS,86,0,7/17/2016,Region IV-A
BATANGAS,135,0,7/24/2016,Region IV-A
BATANGAS,189,0,7/31/2016,Region IV-A
BATANGAS,185,0,8/7/2016,Region IV-A
BATANGAS,188,1,8/14/2016,Region IV-A
BATANGAS,236,0,8/21/2016,Region IV-A
BATANGAS,197,0,8/28/2016,Region IV-A
BATANGAS,230,1,9/4/2016,Region IV-A
BATANGAS,240,4,9/11/2016,Region IV-A
BATANGAS,203,1,9/18/2016,Region IV-A
BATANGAS,215,1,9/25/2016,Region IV-A
BATANGAS,166,2,10/2/2016,Region IV-A
BATANGAS,184,1,10/9/2016,Region IV-A
BATANGAS,183,2,10/16/2016,Region IV-A
BATANGAS,132,0,10/23/2016,Region IV-A
BATANGAS,135,0,10/30/2016,Region IV-A
BATANGAS,107,0,11/6/2016,Region IV-A
BATANGAS,156,0,11/13/2016,Region IV-A
BATANGAS,106,0,11/20/2016,Region IV-A
BATANGAS,76,0,11/27/2016,Region IV-A
BATANGAS,83,2,12/4/2016,Region IV-A
BATANGAS,89,0,12/11/2016,Region IV-A
BATANGAS,72,0,12/18/2016,Region IV-A
BATANGAS,46,0,12/25/2016,Region IV-A
BATANGAS,57,0,1/1/2017,Region IV-A
BULACAN,97,0,1/10/2016,Region III
BULACAN,58,0,1/17/2016,Region III
BULACAN,76,1,1/24/2016,Region III
BULACAN,101,0,1/31/2016,Region III
BULACAN,85,0,2/7/2016,Region III
BULACAN,105,1,2/14/2016,Region III
BULACAN,81,0,2/21/2016,Region III
BULACAN,50,0,2/28/2016,Region III
BULACAN,49,0,3/6/2016,Region III
BULACAN,29,1,3/13/2016,Region III
BULACAN,33,1,3/20/2016,Region III
BULACAN,35,0,3/27/2016,Region III
BULACAN,28,0,4/3/2016,Region III
BULACAN,40,0,4/10/2016,Region III
BULACAN,19,0,4/17/2016,Region III
BULACAN,21,0,4/24/2016,Region III
BULACAN,16,0,5/1/2016,Region III
BULACAN,11,0,5/8/2016,Region III
BULACAN,7,0,5/15/2016,Region III
BULACAN,4,0,5/22/2016,Region III
BULACAN,13,0,5/29/2016,Region III
BULACAN,15,0,6/5/2016,Region III
BULACAN,5,0,6/12/2016,Region III
BULACAN,13,0,6/19/2016,Region III
BULACAN,18,0,6/26/2016,Region III
BULACAN,45,0,7/3/2016,Region III
BULACAN,55,0,7/10/2016,Region III
BULACAN,77,0,7/17/2016,Region III
BULACAN,87,0,7/24/2016,Region III
BULACAN,156,0,7/31/2016,Region III
BULACAN,166,1,8/7/2016,Region III
BULACAN,179,0,8/14/2016,Region III
BULACAN,191,0,8/21/2016,Region III
BULACAN,177,1,8/28/2016,Region III
BULACAN,194,0,9/4/2016,Region III
BULACAN,185,0,9/11/2016,Region III
BULACAN,198,0,9/18/2016,Region III
BULACAN,171,2,9/25/2016,Region III
BULACAN,146,0,10/2/2016,Region III
BULACAN,82,0,10/9/2016,Region III
BULACAN,115,1,10/16/2016,Region III
BULACAN,103,0,10/23/2016,Region III
BULACAN,113,1,10/30/2016,Region III
BULACAN,110,1,11/6/2016,Region III
BULACAN,67,2,11/13/2016,Region III
BULACAN,32,0,11/20/2016,Region III
BULACAN,49,0,11/27/2016,Region III
BULACAN,105,1,12/4/2016,Region III
BULACAN,84,0,12/11/2016,Region III
BULACAN,69,0,12/18/2016,Region III
BULACAN,89,0,12/25/2016,Region III
BULACAN,76,0,1/1/2017,Region III
CAGAYAN,45,0,1/10/2016,Region II
CAGAYAN,19,0,1/17/2016,Region II
CAGAYAN,37,0,1/24/2016,Region II
CAGAYAN,23,0,1/31/2016,Region II
CAGAYAN,15,0,2/7/2016,Region II
CAGAYAN,19,0,2/14/2016,Region II
CAGAYAN,14,0,2/21/2016,Region II
CAGAYAN,12,0,2/28/2016,Region II
CAGAYAN,5,0,3/6/2016,Region II
CAGAYAN,4,0,3/13/2016,Region II
CAGAYAN,2,0,3/20/2016,Region II
CAGAYAN,3,0,3/27/2016,Region II
CAGAYAN,3,0,4/3/2016,Region II
CAGAYAN,3,0,4/10/2016,Region II
CAGAYAN,4,0,4/17/2016,Region II
CAGAYAN,10,0,4/24/2016,Region II
CAGAYAN,5,0,5/1/2016,Region II
CAGAYAN,3,0,5/8/2016,Region II
CAGAYAN,2,0,5/15/2016,Region II
CAGAYAN,8,0,5/22/2016,Region II
CAGAYAN,5,0,5/29/2016,Region II
CAGAYAN,9,0,6/5/2016,Region II
CAGAYAN,12,0,6/12/2016,Region II
CAGAYAN,7,0,6/19/2016,Region II
CAGAYAN,6,0,6/26/2016,Region II
CAGAYAN,10,0,7/3/2016,Region II
CAGAYAN,8,0,7/10/2016,Region II
CAGAYAN,7,1,7/17/2016,Region II
CAGAYAN,13,0,7/24/2016,Region II
CAGAYAN,10,0,7/31/2016,Region II
CAGAYAN,24,0,8/7/2016,Region II
CAGAYAN,31,0,8/14/2016,Region II
CAGAYAN,20,0,8/21/2016,Region II
CAGAYAN,15,0,8/28/2016,Region II
CAGAYAN,7,0,9/4/2016,Region II
CAGAYAN,27,0,9/11/2016,Region II
CAGAYAN,23,0,9/18/2016,Region II
CAGAYAN,22,0,9/25/2016,Region II
CAGAYAN,18,0,10/2/2016,Region II
CAGAYAN,15,0,10/9/2016,Region II
CAGAYAN,10,0,10/16/2016,Region II
CAGAYAN,1,0,10/23/2016,Region II
CAGAYAN,1,0,10/30/2016,Region II
CAGAYAN,10,0,11/6/2016,Region II
CAGAYAN,1,0,11/13/2016,Region II
CAGAYAN,1,0,11/20/2016,Region II
CAGAYAN,1,0,11/27/2016,Region II
CAGAYAN,1,0,12/4/2016,Region II
CAGAYAN,1,0,12/11/2016,Region II
CAGAYAN,2,0,12/18/2016,Region II
CAGAYAN,3,0,12/25/2016,Region II
CAGAYAN,1,0,1/1/2017,Region II
CAMARINES NORTE,8,0,1/10/2016,Region V
CAMARINES NORTE,1,0,1/17/2016,Region V
CAMARINES NORTE,3,0,1/24/2016,Region V
CAMARINES NORTE,2,0,1/31/2016,Region V
CAMARINES NORTE,3,0,2/7/2016,Region V
CAMARINES NORTE,0,0,2/14/2016,Region V
CAMARINES NORTE,3,0,2/21/2016,Region V
CAMARINES NORTE,3,0,2/28/2016,Region V
CAMARINES NORTE,1,0,3/6/2016,Region V
CAMARINES NORTE,5,0,3/13/2016,Region V
CAMARINES NORTE,6,0,3/20/2016,Region V
CAMARINES NORTE,2,0,3/27/2016,Region V
CAMARINES NORTE,0,0,4/3/2016,Region V
CAMARINES NORTE,0,0,4/10/2016,Region V
CAMARINES NORTE,6,0,4/17/2016,Region V
CAMARINES NORTE,0,0,4/24/2016,Region V
CAMARINES NORTE,3,0,5/1/2016,Region V
CAMARINES NORTE,1,0,5/8/2016,Region V
CAMARINES NORTE,5,0,5/15/2016,Region V
CAMARINES NORTE,1,0,5/22/2016,Region V
CAMARINES NORTE,2,0,5/29/2016,Region V
CAMARINES NORTE,7,0,6/5/2016,Region V
CAMARINES NORTE,0,0,6/12/2016,Region V
CAMARINES NORTE,3,0,6/19/2016,Region V
CAMARINES NORTE,2,0,6/26/2016,Region V
CAMARINES NORTE,0,0,7/3/2016,Region V
CAMARINES NORTE,1,0,7/10/2016,Region V
CAMARINES NORTE,2,0,7/17/2016,Region V
CAMARINES NORTE,1,0,7/24/2016,Region V
CAMARINES NORTE,6,0,7/31/2016,Region V
CAMARINES NORTE,3,0,8/7/2016,Region V
CAMARINES NORTE,3,0,8/14/2016,Region V
CAMARINES NORTE,1,0,8/21/2016,Region V
CAMARINES NORTE,6,0,8/28/2016,Region V
CAMARINES NORTE,4,0,9/4/2016,Region V
CAMARINES NORTE,0,0,9/11/2016,Region V
CAMARINES NORTE,4,0,9/18/2016,Region V
CAMARINES NORTE,7,0,9/25/2016,Region V
CAMARINES NORTE,4,0,10/2/2016,Region V
CAMARINES NORTE,1,0,10/9/2016,Region V
CAMARINES NORTE,2,0,10/16/2016,Region V
CAMARINES NORTE,2,0,10/23/2016,Region V
CAMARINES NORTE,2,1,10/30/2016,Region V
CAMARINES NORTE,3,0,11/6/2016,Region V
CAMARINES NORTE,5,0,11/13/2016,Region V
CAMARINES NORTE,9,0,11/20/2016,Region V
CAMARINES NORTE,9,0,11/27/2016,Region V
CAMARINES NORTE,8,0,12/4/2016,Region V
CAMARINES NORTE,4,0,12/11/2016,Region V
CAMARINES NORTE,2,0,12/18/2016,Region V
CAMARINES NORTE,3,0,12/25/2016,Region V
CAMARINES NORTE,4,0,1/1/2017,Region V
CAMARINES SUR,30,0,1/10/2016,Region V
CAMARINES SUR,17,0,1/17/2016,Region V
CAMARINES SUR,14,0,1/24/2016,Region V
CAMARINES SUR,20,0,1/31/2016,Region V
CAMARINES SUR,13,0,2/7/2016,Region V
CAMARINES SUR,11,0,2/14/2016,Region V
CAMARINES SUR,5,0,2/21/2016,Region V
CAMARINES SUR,12,0,2/28/2016,Region V
CAMARINES SUR,9,0,3/6/2016,Region V
CAMARINES SUR,5,0,3/13/2016,Region V
CAMARINES SUR,5,0,3/20/2016,Region V
CAMARINES SUR,9,0,3/27/2016,Region V
CAMARINES SUR,8,0,4/3/2016,Region V
CAMARINES SUR,8,0,4/10/2016,Region V
CAMARINES SUR,9,0,4/17/2016,Region V
CAMARINES SUR,12,0,4/24/2016,Region V
CAMARINES SUR,5,0,5/1/2016,Region V
CAMARINES SUR,1,0,5/8/2016,Region V
CAMARINES SUR,6,0,5/15/2016,Region V
CAMARINES SUR,8,0,5/22/2016,Region V
CAMARINES SUR,12,0,5/29/2016,Region V
CAMARINES SUR,9,0,6/5/2016,Region V
CAMARINES SUR,7,0,6/12/2016,Region V
CAMARINES SUR,11,0,6/19/2016,Region V
CAMARINES SUR,6,0,6/26/2016,Region V
CAMARINES SUR,15,0,7/3/2016,Region V
CAMARINES SUR,14,0,7/10/2016,Region V
CAMARINES SUR,27,0,7/17/2016,Region V
CAMARINES SUR,21,0,7/24/2016,Region V
CAMARINES SUR,24,0,7/31/2016,Region V
CAMARINES SUR,35,0,8/7/2016,Region V
CAMARINES SUR,19,0,8/14/2016,Region V
CAMARINES SUR,12,0,8/21/2016,Region V
CAMARINES SUR,28,0,8/28/2016,Region V
CAMARINES SUR,31,1,9/4/2016,Region V
CAMARINES SUR,23,0,9/11/2016,Region V
CAMARINES SUR,18,0,9/18/2016,Region V
CAMARINES SUR,19,0,9/25/2016,Region V
CAMARINES SUR,19,0,10/2/2016,Region V
CAMARINES SUR,18,0,10/9/2016,Region V
CAMARINES SUR,13,0,10/16/2016,Region V
CAMARINES SUR,15,0,10/23/2016,Region V
CAMARINES SUR,14,0,10/30/2016,Region V
CAMARINES SUR,14,0,11/6/2016,Region V
CAMARINES SUR,11,0,11/13/2016,Region V
CAMARINES SUR,7,0,11/20/2016,Region V
CAMARINES SUR,10,0,11/27/2016,Region V
CAMARINES SUR,12,0,12/4/2016,Region V
CAMARINES SUR,8,0,12/11/2016,Region V
CAMARINES SUR,9,0,12/18/2016,Region V
CAMARINES SUR,15,0,12/25/2016,Region V
CAMARINES SUR,9,0,1/1/2017,Region V
CATANDUANES,5,0,1/10/2016,Region V
CATANDUANES,4,0,1/17/2016,Region V
CATANDUANES,1,0,1/24/2016,Region V
CATANDUANES,0,0,1/31/2016,Region V
CATANDUANES,2,0,2/7/2016,Region V
CATANDUANES,5,0,2/14/2016,Region V
CATANDUANES,0,0,2/21/2016,Region V
CATANDUANES,0,0,2/28/2016,Region V
CATANDUANES,1,0,3/6/2016,Region V
CATANDUANES,1,0,3/13/2016,Region V
CATANDUANES,0,0,3/20/2016,Region V
CATANDUANES,0,0,3/27/2016,Region V
CATANDUANES,0,0,4/3/2016,Region V
CATANDUANES,0,0,4/10/2016,Region V
CATANDUANES,0,0,4/17/2016,Region V
CATANDUANES,1,0,4/24/2016,Region V
CATANDUANES,1,0,5/1/2016,Region V
CATANDUANES,1,0,5/8/2016,Region V
CATANDUANES,2,0,5/15/2016,Region V
CATANDUANES,2,0,5/22/2016,Region V
CATANDUANES,0,0,5/29/2016,Region V
CATANDUANES,1,0,6/5/2016,Region V
CATANDUANES,2,0,6/12/2016,Region V
CATANDUANES,3,0,6/19/2016,Region V
CATANDUANES,3,0,6/26/2016,Region V
CATANDUANES,0,0,7/3/2016,Region V
CATANDUANES,3,0,7/10/2016,Region V
CATANDUANES,1,0,7/17/2016,Region V
CATANDUANES,3,0,7/24/2016,Region V
CATANDUANES,0,0,7/31/2016,Region V
CATANDUANES,6,0,8/7/2016,Region V
CATANDUANES,9,0,8/14/2016,Region V
CATANDUANES,4,0,8/21/2016,Region V
CATANDUANES,5,0,8/28/2016,Region V
CATANDUANES,9,0,9/4/2016,Region V
CATANDUANES,7,0,9/11/2016,Region V
CATANDUANES,10,0,9/18/2016,Region V
CATANDUANES,8,1,9/25/2016,Region V
CATANDUANES,6,0,10/2/2016,Region V
CATANDUANES,11,0,10/9/2016,Region V
CATANDUANES,3,0,10/16/2016,Region V
CATANDUANES,0,0,10/23/2016,Region V
CATANDUANES,0,0,10/30/2016,Region V
CATANDUANES,3,0,11/6/2016,Region V
CATANDUANES,0,0,11/13/2016,Region V
CATANDUANES,3,0,11/20/2016,Region V
CATANDUANES,0,0,11/27/2016,Region V
CATANDUANES,5,0,12/4/2016,Region V
CATANDUANES,7,0,12/11/2016,Region V
CATANDUANES,3,0,12/18/2016,Region V
CATANDUANES,2,0,12/25/2016,Region V
CATANDUANES,0,0,1/1/2017,Region V
CAVITE,214,1,1/10/2016,Region IV-A
CAVITE,161,2,1/17/2016,Region IV-A
CAVITE,147,1,1/24/2016,Region IV-A
CAVITE,160,0,1/31/2016,Region IV-A
CAVITE,150,0,2/7/2016,Region IV-A
CAVITE,117,0,2/14/2016,Region IV-A
CAVITE,103,0,2/21/2016,Region IV-A
CAVITE,84,1,2/28/2016,Region IV-A
CAVITE,89,0,3/6/2016,Region IV-A
CAVITE,92,1,3/13/2016,Region IV-A
CAVITE,80,0,3/20/2016,Region IV-A
CAVITE,36,0,3/27/2016,Region IV-A
CAVITE,52,0,4/3/2016,Region IV-A
CAVITE,52,0,4/10/2016,Region IV-A
CAVITE,33,1,4/17/2016,Region IV-A
CAVITE,39,0,4/24/2016,Region IV-A
CAVITE,47,0,5/1/2016,Region IV-A
CAVITE,41,0,5/8/2016,Region IV-A
CAVITE,31,0,5/15/2016,Region IV-A
CAVITE,26,0,5/22/2016,Region IV-A
CAVITE,22,0,5/29/2016,Region IV-A
CAVITE,27,0,6/5/2016,Region IV-A
CAVITE,34,1,6/12/2016,Region IV-A
CAVITE,45,2,6/19/2016,Region IV-A
CAVITE,58,0,6/26/2016,Region IV-A
CAVITE,53,0,7/3/2016,Region IV-A
CAVITE,67,0,7/10/2016,Region IV-A
CAVITE,110,0,7/17/2016,Region IV-A
CAVITE,117,0,7/24/2016,Region IV-A
CAVITE,146,1,7/31/2016,Region IV-A
CAVITE,169,0,8/7/2016,Region IV-A
CAVITE,195,0,8/14/2016,Region IV-A
CAVITE,143,0,8/21/2016,Region IV-A
CAVITE,166,0,8/28/2016,Region IV-A
CAVITE,234,2,9/4/2016,Region IV-A
CAVITE,151,1,9/11/2016,Region IV-A
CAVITE,175,2,9/18/2016,Region IV-A
CAVITE,169,0,9/25/2016,Region IV-A
CAVITE,131,0,10/2/2016,Region IV-A
CAVITE,198,1,10/9/2016,Region IV-A
CAVITE,116,1,10/16/2016,Region IV-A
CAVITE,134,0,10/23/2016,Region IV-A
CAVITE,138,0,10/30/2016,Region IV-A
